2025-05-01,USD,1.306539
2025-05-02,USD,1.309929
2025-05-03,USD,1.300969
2025-05-04,USD,1.299841
2025-05-05,USD,1.299635
2025-05-06,USD,1.291012
2025-05-07,USD,1.290476
2025-05-08,USD,1.292113
2025-05-09,USD,1.297687
2025-05-10,USD,1.298716
2025-05-11,USD,1.299150
2025-05-12,USD,1.299045
2025-05-13,USD,1.304019
2025-05-14,USD,1.303584
2025-05-15,USD,1.300415
2025-05-16,USD,1.298280
2025-05-17,USD,1.298196
2025-05-18,USD,1.301091
2025-05-19,USD,1.300920
2025-05-20,USD,1.295914
2025-05-21,USD,1.295370
2025-05-22,USD,1.290264
2025-05-23,USD,1.291054
2025-05-24,USD,1.287020
2025-05-25,USD,1.285730
2025-05-26,USD,1.285734
2025-05-27,USD,1.283636
2025-05-28,USD,1.286940
2025-05-29,USD,1.289358
2025-05-30,USD,1.289595
2025-05-31,USD,1.289976
2025-05-01,EUR,1.483840
2025-05-02,EUR,1.480160
2025-05-03,EUR,1.471440
2025-05-04,EUR,1.464540
2025-05-05,EUR,1.464770
2025-05-06,EUR,1.461930
2025-05-07,EUR,1.462310
2025-05-08,EUR,1.465230
2025-05-09,EUR,1.462860
2025-05-10,EUR,1.459860
2025-05-11,EUR,1.458200
2025-05-12,EUR,1.457860
2025-05-13,EUR,1.452100
2025-05-14,EUR,1.451670
2025-05-15,EUR,1.455840
2025-05-16,EUR,1.452690
2025-05-17,EUR,1.451160
2025-05-18,EUR,1.450120
2025-05-19,EUR,1.450410
2025-05-20,EUR,1.454810
2025-05-21,EUR,1.457840
2025-05-22,EUR,1.461210
2025-05-23,EUR,1.458760
2025-05-24,EUR,1.458580
2025-05-25,EUR,1.458660
2025-05-26,EUR,1.458870
2025-05-27,EUR,1.461690
2025-05-28,EUR,1.461170
2025-05-29,EUR,1.457540
2025-05-30,EUR,1.458260
2025-05-31,EUR,1.463260
