Create Date,Create Time,License Code,Application,Status
12/08/2022, 8:02:12, 2E56E2356EEE0F5EAB4A, PC Scale, New
12/08/2022, 8:02:12, 70283E0E175BA1F72739, PC Scale, New
12/08/2022, 8:02:12, 7A105D37B80D219FE30A, PC Scale, New
12/08/2022, 8:02:12, A235D1595060F3A1A019, PC Scale, New
12/08/2022, 8:02:12, 0B30DD0A7E84492B0615, PC Scale, New
12/08/2022, 8:02:12, 9A5D8643B5B034E68C56, PC Scale, New
12/08/2022, 8:02:12, 076093BD16EBD12C9570, PC Scale, New
12/08/2022, 8:02:12, 2F1EF5B33699762E2389, PC Scale, New
