2022-08-01,USD,1.3803
2022-08-02,USD,1.3769
2022-08-03,USD,1.3810
2022-08-04,USD,1.3809
2022-08-05,USD,1.3758
2022-08-08,USD,1.3819
2022-08-10,USD,1.3783
2022-08-11,USD,1.3716
2022-08-12,USD,1.3695
2022-08-15,USD,1.3724
2022-08-16,USD,1.3781
2022-08-17,USD,1.3795
2022-08-18,USD,1.3836
2022-08-19,USD,1.3869
2022-08-22,USD,1.3927
2022-08-23,USD,1.3971
2022-08-24,USD,1.3955
2022-08-25,USD,1.3916
2022-08-26,USD,1.3904
2022-08-29,USD,1.3990
2022-08-30,USD,1.3968
2022-08-31,USD,1.3950
2022-08-01,EUR,1.3929
2022-08-02,EUR,1.4143
2022-08-03,EUR,1.4072
2022-08-04,EUR,1.4034
2022-08-05,EUR,1.4083
2022-08-08,EUR,1.4075
2022-08-10,EUR,1.4079
2022-08-11,EUR,1.4110
2022-08-12,EUR,1.4129
2022-08-15,EUR,1.4069
2022-08-16,EUR,1.4005
2022-08-17,EUR,1.4034
2022-08-18,EUR,1.4071
2022-08-19,EUR,1.3980
2022-08-22,EUR,1.3985
2022-08-23,EUR,1.3890
2022-08-24,EUR,1.3881
2022-08-25,EUR,1.3897
2022-08-26,EUR,1.3862
2022-08-29,EUR,1.3883
2022-08-30,EUR,1.3965
2022-08-31,EUR,1.3996
