2023-07-03,USD,1.3508
2023-07-04,USD,1.3505
2023-07-05,USD,1.3509
2023-07-06,USD,1.3536
2023-07-07,USD,1.3535
2023-07-10,USD,1.3490
2023-07-11,USD,1.3425
2023-07-12,USD,1.3379
2023-07-13,USD,1.3290
2023-07-14,USD,1.3176
2023-07-17,USD,1.3227
2023-07-18,USD,1.3211
2023-07-19,USD,1.3246
2023-07-20,USD,1.3222
2023-07-21,USD,1.3268
2023-07-24,USD,1.3307
2023-07-25,USD,1.3295
2023-07-26,USD,1.3283
2023-07-27,USD,1.3228
2023-07-28,USD,1.3319
2023-07-31,USD,1.3318
2023-07-03,EUR,1.4741
2023-07-04,EUR,1.4725
2023-07-05,EUR,1.4694
2023-07-06,EUR,1.4674
2023-07-07,EUR,1.4736
2023-07-10,EUR,1.4779
2023-07-11,EUR,1.4791
2023-07-12,EUR,1.4756
2023-07-13,EUR,1.4812
2023-07-14,EUR,1.4809
2023-07-17,EUR,1.4847
2023-07-18,EUR,1.4867
2023-07-19,EUR,1.4869
2023-07-20,EUR,1.4842
2023-07-21,EUR,1.4773
2023-07-24,EUR,1.4803
2023-07-25,EUR,1.4726
2023-07-26,EUR,1.4676
2023-07-27,EUR,1.4684
2023-07-28,EUR,1.4618
2023-07-31,EUR,1.4665
