2022-05-04,USD,1.3841
2022-05-05,USD,1.3735
2022-05-06,USD,1.3853
2022-05-09,USD,1.3910
2022-05-10,USD,1.3884
2022-05-11,USD,1.3889
2022-05-12,USD,1.3913
2022-05-13,USD,1.3948
2022-05-17,USD,1.3908
2022-05-18,USD,1.3877
2022-05-19,USD,1.3870
2022-05-20,USD,1.3811
2022-05-23,USD,1.3752
2022-05-24,USD,1.3743
2022-05-25,USD,1.3726
2022-05-26,USD,1.3745
2022-05-27,USD,1.3705
2022-05-30,USD,1.3672
2022-05-31,USD,1.3697
2022-05-04,EUR,1.4554
2022-05-05,EUR,1.4582
2022-05-06,EUR,1.4591
2022-05-09,EUR,1.4619
2022-05-10,EUR,1.4686
2022-05-11,EUR,1.4634
2022-05-12,EUR,1.4639
2022-05-13,EUR,1.4493
2022-05-17,EUR,1.4521
2022-05-18,EUR,1.4616
2022-05-19,EUR,1.4563
2022-05-20,EUR,1.4591
2022-05-23,EUR,1.4567
2022-05-24,EUR,1.4667
2022-05-25,EUR,1.4705
2022-05-26,EUR,1.4709
2022-05-27,EUR,1.4739
2022-05-30,EUR,1.4690
2022-05-31,EUR,1.4724
