2022-09-01,USD,1.4011
2022-09-02,USD,1.4018
2022-09-05,USD,1.4046
2022-09-06,USD,1.4034
2022-09-07,USD,1.4103
2022-09-08,USD,1.4057
2022-09-09,USD,1.3992
2022-09-12,USD,1.3990
2022-09-13,USD,1.3963
2022-09-14,USD,1.4060
2022-09-15,USD,1.4061
2022-09-16,USD,1.4088
2022-09-19,USD,1.4073
2022-09-20,USD,1.4066
2022-09-21,USD,1.4116
2022-09-22,USD,1.4207
2022-09-23,USD,1.4202
2022-09-26,USD,1.4356
2022-09-27,USD,1.4354
2022-09-28,USD,1.4471
2022-09-29,USD,1.4387
2022-09-30,USD,1.4340
2022-09-01,EUR,1.4035
2022-09-02,EUR,1.3966
2022-09-05,EUR,1.3925
2022-09-06,EUR,1.3958
2022-09-07,EUR,1.3943
2022-09-08,EUR,1.4038
2022-09-09,EUR,1.4089
2022-09-12,EUR,1.4105
2022-09-13,EUR,1.4144
2022-09-14,EUR,1.4045
2022-09-15,EUR,1.4024
2022-09-16,EUR,1.4085
2022-09-19,EUR,1.4070
2022-09-20,EUR,1.4108
2022-09-21,EUR,1.4069
2022-09-22,EUR,1.3950
2022-09-23,EUR,1.3952
2022-09-26,EUR,1.3833
2022-09-27,EUR,1.3838
2022-09-28,EUR,1.3831
2022-09-29,EUR,1.3935
2022-09-30,EUR,1.4053
