2023-02-24,USD,1.3430
2023-02-27,USD,1.3507
2023-02-28,USD,1.3480
2023-03-01,USD,1.3466
2023-03-02,USD,1.3448
2023-03-03,USD,1.3475
2023-03-06,USD,1.3440
2023-03-07,USD,1.3447
2023-03-08,USD,1.3561
2023-03-09,USD,1.3538
2023-03-10,USD,1.3558
2023-03-13,USD,1.3442
2023-03-14,USD,1.3480
2023-03-15,USD,1.3420
2023-03-16,USD,1.3508
2023-03-17,USD,1.3421
2023-03-20,USD,1.3419
2023-03-21,USD,1.3388
2023-03-22,USD,1.3368
2023-03-23,USD,1.3250
2023-03-24,USD,1.3280
2023-03-27,USD,1.3328
2023-03-28,USD,1.3284
2023-03-29,USD,1.3289
2023-03-30,USD,1.3303
2023-03-31,USD,1.3270
2023-02-24,EUR,1.4235
2023-02-27,EUR,1.4241
2023-02-28,EUR,1.4279
2023-03-01,EUR,1.4265
2023-03-02,EUR,1.4316
2023-03-03,EUR,1.4290
2023-03-06,EUR,1.4308
2023-03-07,EUR,1.4376
2023-03-08,EUR,1.4282
2023-03-09,EUR,1.4281
2023-03-10,EUR,1.4367
2023-03-13,EUR,1.4405
2023-03-14,EUR,1.4427
2023-03-15,EUR,1.4427
2023-03-16,EUR,1.4317
2023-03-17,EUR,1.4279
2023-03-20,EUR,1.4316
2023-03-21,EUR,1.4345
2023-03-22,EUR,1.4397
2023-03-23,EUR,1.4442
2023-03-24,EUR,1.4380
2023-03-27,EUR,1.4354
2023-03-28,EUR,1.4364
2023-03-29,EUR,1.4398
2023-03-30,EUR,1.4412
2023-03-31,EUR,1.4473
